iter	Accuracy	Logloss
238	0.8203712226	0.3838678275
239	0.8206780181	0.3837339702
240	0.8208314159	0.3835785513
241	0.8209848136	0.3834182428
242	0.8209848136	0.3829420287
243	0.8208314159	0.3827754886
244	0.8208314159	0.3826263968
245	0.8208314159	0.382267422
246	0.8206780181	0.3820261757
247	0.8205246203	0.3818257691
248	0.8211382114	0.3817154327
249	0.8211382114	0.3814977064
250	0.8208314159	0.3813443701
251	0.8212916091	0.3811488674
252	0.8211382114	0.3810319551
253	0.8211382114	0.3808260009
254	0.8211382114	0.3806383003
255	0.8215984047	0.3803777686
256	0.8219052002	0.3802210581
257	0.8220585979	0.3796229609
258	0.8219052002	0.3794603296
259	0.8219052002	0.3792067607
260	0.8222119957	0.3790457066
261	0.8220585979	0.378809684
262	0.8225187912	0.3785589544
263	0.8222119957	0.3783977841
264	0.8225187912	0.3782524905
265	0.822672189	0.3781369979
266	0.8234391778	0.3779349746
267	0.8242061666	0.3776520962
268	0.8242061666	0.3774197126
269	0.8242061666	0.3772779584
270	0.8242061666	0.3770296608
271	0.8245129621	0.3768067951
272	0.8245129621	0.3766444984
273	0.8245129621	0.3764622796
274	0.8245129621	0.3763548507
275	0.8245129621	0.3762244501
276	0.8246663599	0.3760812619
277	0.8246663599	0.3759567725
278	0.8248197576	0.3758373848
279	0.8249731554	0.3756298652
280	0.8246663599	0.3755224076
281	0.8246663599	0.375392959
282	0.8248197576	0.3752806953
283	0.8252799509	0.3751644246
284	0.8251265532	0.3750348474
285	0.8252799509	0.374773318
286	0.8251265532	0.3745469238
287	0.8251265532	0.3744538433
288	0.8251265532	0.3742548253
289	0.8252799509	0.374110271
290	0.8252799509	0.3739269251
291	0.8257401442	0.3736535435
292	0.825893542	0.3734864371
293	0.8260469397	0.3733006716
294	0.825893542	0.3728603341
295	0.8262003375	0.3726745445
296	0.8260469397	0.3725893373
297	0.8260469397	0.3724466642
298	0.8260469397	0.3721618589
299	0.8262003375	0.3720152271
300	0.8260469397	0.3718698681
301	0.8257401442	0.3717204894
302	0.8262003375	0.3715653938
303	0.8268139285	0.3714729344
304	0.8266605308	0.3713490991
305	0.8266605308	0.371078524
306	0.827120724	0.3709540298
307	0.826507133	0.3707109294
308	0.826507133	0.3705683226
309	0.8266605308	0.3703773073
310	0.8268139285	0.3702182412
311	0.827120724	0.3700743511
312	0.8266605308	0.369945756
313	0.8268139285	0.3698425253
314	0.8269673263	0.3694914244
315	0.8269673263	0.3693467883
316	0.8272741218	0.3691163684
317	0.8275809173	0.3688222163
318	0.8277343151	0.3686631454
319	0.8280411106	0.368462686
320	0.8283479061	0.368323887
321	0.8283479061	0.3681097658
322	0.8288080994	0.3678007357
323	0.8289614972	0.3676563278
324	0.8289614972	0.3674883291
325	0.8291148949	0.3673241417
326	0.8295750882	0.367014578
327	0.829728486	0.3669355731
328	0.8292682927	0.3668007594
329	0.8295750882	0.3666151744
330	0.8292682927	0.3664146772
331	0.8292682927	0.3661564953
332	0.8298818837	0.365980769
333	0.8300352815	0.365619474
334	0.829728486	0.3654882616
335	0.8298818837	0.3653926947
336	0.8300352815	0.36520824
337	0.8300352815	0.3650981785
338	0.8304954748	0.3649141903
339	0.8304954748	0.3647811892
340	0.8304954748	0.3646752822
341	0.8306488725	0.364454464
342	0.8306488725	0.3641929508
343	0.8306488725	0.3640859007
344	0.8311090658	0.3639911297
345	0.8311090658	0.3638425383
346	0.830955668	0.3636126648
347	0.830955668	0.3635594516
348	0.830955668	0.3634842988
349	0.8315692591	0.3633527925
350	0.8318760546	0.3632107295
351	0.8311090658	0.3630785319
352	0.8311090658	0.3629963863
353	0.8321828501	0.3627555222
354	0.8320294524	0.3626715258
355	0.8323362479	0.3624576242
356	0.8323362479	0.3620248553
357	0.8324896457	0.3619022573
358	0.8326430434	0.3618077637
359	0.8329498389	0.3615801322
360	0.8324896457	0.3614312129
361	0.8326430434	0.3612975213
362	0.8327964412	0.3611413941
363	0.83356343	0.3609086224
364	0.8334100322	0.3607821897
365	0.8334100322	0.3606788618
366	0.8334100322	0.3605640663
367	0.83356343	0.3604727282
368	0.8338702255	0.3603249391
369	0.8338702255	0.3601836322
370	0.8338702255	0.3600352164
371	0.8340236233	0.359934899
372	0.834177021	0.359677571
373	0.8343304188	0.3595462731
374	0.8349440098	0.3593791352
375	0.8347906121	0.3592461729
376	0.8349440098	0.3591257856
377	0.8354042031	0.35891137
378	0.8354042031	0.3588339296
379	0.8354042031	0.358683982
380	0.8349440098	0.3584795528
381	0.8357109986	0.3583513783
382	0.8355576009	0.3582081997
383	0.8357109986	0.3580045413
384	0.8357109986	0.3577576214
385	0.8360177941	0.3575918979
386	0.8358643964	0.3572586326
387	0.8360177941	0.3570266494
388	0.8360177941	0.3568499479
389	0.8357109986	0.3567193326
390	0.8357109986	0.3565611318
391	0.8355576009	0.3563682315
392	0.8358643964	0.3562154349
393	0.8363245897	0.3560409741
394	0.8367847829	0.3558238933
395	0.8370915785	0.3557437216
396	0.8372449762	0.3556334346
397	0.8375517717	0.3554720921
398	0.8370915785	0.3553467356
399	0.8372449762	0.3552072296
400	0.837398374	0.3550397896
401	0.8377051695	0.3549220069
402	0.8377051695	0.3548139516
403	0.8375517717	0.3546222918
404	0.8375517717	0.3543872349
405	0.8378585673	0.3541877774
406	0.8377051695	0.3540872297
407	0.8377051695	0.3539377545
408	0.8377051695	0.3538015892
409	0.8377051695	0.3536651394
410	0.8378585673	0.3535268115
411	0.8378585673	0.3534325268
412	0.8378585673	0.3533159614
413	0.8378585673	0.3530257862
414	0.8378585673	0.3529039139
415	0.8375517717	0.352723693
416	0.838011965	0.3526022112
417	0.8381653628	0.3524114998
418	0.838011965	0.3522933285
419	0.8381653628	0.3521487519
420	0.8384721583	0.3520250358
421	0.8386255561	0.3519264109
422	0.8386255561	0.3518045684
423	0.8381653628	0.3516908239
424	0.8381653628	0.3515514955
425	0.8384721583	0.3514325586
426	0.8383187605	0.3513440929
427	0.8384721583	0.3512079633
428	0.8386255561	0.3510167247
429	0.8386255561	0.3509222372
430	0.8387789538	0.350744142
431	0.8386255561	0.3505742097
432	0.8386255561	0.3504341584
433	0.8386255561	0.3503120593
434	0.8386255561	0.350187853
435	0.8390857493	0.3499912311
436	0.8389323516	0.3499257459
437	0.8390857493	0.3496830275
438	0.8390857493	0.3494854428
439	0.8390857493	0.3493359098
440	0.8392391471	0.3492550532
441	0.8393925449	0.3491077676
442	0.8393925449	0.3489797719
443	0.8396993404	0.3487662423
444	0.8396993404	0.3485726729
445	0.8398527382	0.3483556342
446	0.840619727	0.3481232325
447	0.8409265225	0.3478445896
448	0.8409265225	0.3477964127
449	0.8409265225	0.347707265
450	0.8410799202	0.3475960146
451	0.8410799202	0.3474247339
452	0.8413867158	0.3471885395
453	0.8424605001	0.3470295517
454	0.8424605001	0.3468960412
455	0.8424605001	0.3468084679
456	0.8424605001	0.3466125258
457	0.8423071023	0.3464063887
458	0.8423071023	0.3462851863
459	0.8423071023	0.3461748846
460	0.8426138978	0.3460598504
461	0.8427672956	0.3459131686
462	0.8427672956	0.3458429255
463	0.8427672956	0.3456427146
464	0.8429206934	0.3455095387
465	0.8429206934	0.3452886464
466	0.8430740911	0.3451649968
467	0.8438410799	0.3449982142
468	0.844454671	0.3447916722
469	0.8447614665	0.3445210893
470	0.8446080687	0.3444146467
471	0.8446080687	0.344326692
472	0.8446080687	0.3441754214
473	0.8439944777	0.3440678968
474	0.8441478754	0.3438789063
475	0.8443012732	0.3437726572
476	0.8439944777	0.3435742522
477	0.8439944777	0.3434856302
478	0.8439944777	0.3433518817
479	0.8439944777	0.3432486894
480	0.844454671	0.3431460097
481	0.8446080687	0.3430218223
482	0.844454671	0.3428925916
483	0.844454671	0.3427353077
484	0.8446080687	0.3426434808
485	0.8447614665	0.3425204114
486	0.845068262	0.3423637724
487	0.8452216598	0.3422237553
488	0.845681853	0.3419662239
489	0.845681853	0.3418366
490	0.8453750575	0.3416406234
491	0.8452216598	0.341464445
492	0.8453750575	0.3412935272
493	0.8452216598	0.3411520222
494	0.8452216598	0.3410771276
495	0.845068262	0.3409438335
496	0.8452216598	0.3408402359
497	0.8452216598	0.3407451647
498	0.8449148642	0.3406352282
499	0.8453750575	0.3404487818
500	0.8453750575	0.340372959
501	0.8455284553	0.3402517358
502	0.8455284553	0.3401344616
503	0.845681853	0.3400011081
504	0.845681853	0.339919923
505	0.8459886486	0.33972491
506	0.8459886486	0.3396530504
507	0.8459886486	0.3395513845
508	0.8461420463	0.3394278646
509	0.8462954441	0.3393353736
510	0.8462954441	0.3391909968
511	0.8464488418	0.3390761244
512	0.8464488418	0.3390104448
513	0.8464488418	0.3388825694
514	0.8466022396	0.3386949721
515	0.8464488418	0.338586584
516	0.8466022396	0.3384415738
517	0.8469090351	0.3382847697
518	0.8469090351	0.338144065
519	0.8469090351	0.3380507124
520	0.8469090351	0.3379156636
521	0.8472158306	0.3377946735
522	0.8475226262	0.3376641655
523	0.8475226262	0.3375718524
524	0.8475226262	0.3373084768
525	0.8478294217	0.3371943745
526	0.8476760239	0.337075273
527	0.8478294217	0.3369495406
528	0.8481362172	0.3368242313
529	0.8478294217	0.3366926052
530	0.8478294217	0.3366076345
531	0.8479828195	0.336550784
532	0.848289615	0.3364019451
533	0.8481362172	0.336310215
534	0.8481362172	0.3362511709
535	0.8481362172	0.3361471406
536	0.848289615	0.3360145979
537	0.848289615	0.3359200484
538	0.8481362172	0.3357466438
539	0.8481362172	0.335581266
540	0.8484430127	0.3354354273
541	0.8484430127	0.335323341
542	0.8487498083	0.3351932078
543	0.8485964105	0.3350663584
544	0.8490566038	0.334808426
545	0.848903206	0.3347143347
546	0.8492100015	0.334612304
547	0.8492100015	0.3344424497
548	0.8490566038	0.3343215277
549	0.8492100015	0.3342030203
550	0.8492100015	0.3340914639
551	0.8492100015	0.3339699476
552	0.8492100015	0.3338570831
553	0.8492100015	0.333744983
554	0.8492100015	0.3336634605
555	0.848903206	0.3335793209
556	0.8492100015	0.3334694538
557	0.848903206	0.3333342575
558	0.848903206	0.3332372707
559	0.8493633993	0.3330142003
560	0.8493633993	0.3328583166
561	0.8493633993	0.3326636473
562	0.8495167971	0.3325227943
563	0.8495167971	0.3323642818
564	0.8501303881	0.3322128632
565	0.8499769903	0.3321080239
566	0.8502837859	0.3319939033
567	0.8504371836	0.3318988943
568	0.8505905814	0.3318226802
569	0.8508973769	0.3316422727
570	0.8510507747	0.3314967424
571	0.8508973769	0.3313846108
572	0.8508973769	0.3312221215
573	0.8507439791	0.3311223622
574	0.8507439791	0.3310613907
575	0.8512041724	0.3309163681
576	0.8512041724	0.3308177473
577	0.8510507747	0.3307836068
578	0.8512041724	0.3306781275
579	0.8515109679	0.330538199
580	0.8515109679	0.3303859319
581	0.8515109679	0.3302656327
582	0.8516643657	0.3301591533
583	0.8513575702	0.3299838561
584	0.8515109679	0.3299406269
585	0.8515109679	0.3297794291
586	0.8515109679	0.3296249304
587	0.8513575702	0.3295178661
588	0.8519711612	0.3293474707
589	0.8518177635	0.3292698376
590	0.852124559	0.3291376721
591	0.8524313545	0.3290640205
592	0.8525847523	0.3289830535
593	0.8524313545	0.3289153754
594	0.8524313545	0.3287393101
595	0.8524313545	0.3285875632
596	0.8522779567	0.3285106076
597	0.85273815	0.3281743219
598	0.8522779567	0.328011221
599	0.8519711612	0.3279062057
600	0.852124559	0.3278165582
601	0.852124559	0.3277201928
602	0.8524313545	0.3276543072
603	0.8524313545	0.3275950742
604	0.8524313545	0.3275258139
605	0.85273815	0.3274126945
606	0.8528915478	0.3272829133
607	0.8531983433	0.3271980009
608	0.8531983433	0.3270913953
609	0.8530449455	0.3269711979
610	0.8530449455	0.326900643
611	0.8535051388	0.3268171213
612	0.8535051388	0.3267053223
613	0.8535051388	0.326644406
614	0.8533517411	0.3265458078
615	0.8536585366	0.3264218108
616	0.8539653321	0.3263170656
617	0.8538119343	0.3262153616
618	0.8542721276	0.326110486
619	0.8545789231	0.3259814337
620	0.8545789231	0.3258586002
621	0.8545789231	0.3257109462
622	0.8544255254	0.3256492658
623	0.8545789231	0.3254246819
624	0.8547323209	0.3253264046
625	0.8548857187	0.325229311
626	0.8547323209	0.3250624844
627	0.8547323209	0.3249402916
628	0.8548857187	0.3248038775
629	0.8547323209	0.3246497813
630	0.8550391164	0.3245381994
631	0.8550391164	0.3244177096
632	0.8548857187	0.3243469605
633	0.8550391164	0.3242753375
634	0.8547323209	0.3240944081
635	0.8551925142	0.3238935902
636	0.8548857187	0.3237826421
637	0.8548857187	0.3236591844
638	0.8550391164	0.3235110825
639	0.8548857187	0.3234065369
640	0.8551925142	0.323269943
641	0.8548857187	0.3231793444
642	0.8553459119	0.3230190671
643	0.8556527075	0.3229535166
644	0.855959503	0.3228573767
645	0.8554993097	0.3226724297
646	0.8556527075	0.3225742873
647	0.855959503	0.3224342442
648	0.8561129008	0.3222068554
649	0.8562662985	0.3220867137
650	0.8562662985	0.3219155158
651	0.8562662985	0.3217684613
652	0.8564196963	0.3216500018
653	0.8564196963	0.3215868949
654	0.8568798896	0.3214388698
655	0.8570332873	0.3212229754
656	0.8570332873	0.3210961191
657	0.8570332873	0.3209070911
658	0.8571866851	0.320797364
659	0.8570332873	0.3206976887
660	0.8570332873	0.3205978076
661	0.8571866851	0.3205023695
662	0.8576468784	0.3203917458
663	0.8576468784	0.3202401559
664	0.8578002761	0.3200677233
665	0.8581070716	0.3199675466
666	0.8582604694	0.3198896751
667	0.8581070716	0.319765928
668	0.8581070716	0.3196709335
669	0.8581070716	0.3195385418
670	0.8584138672	0.3194609134
671	0.8584138672	0.319418264
672	0.8585672649	0.3192113151
673	0.8582604694	0.3190984837
674	0.8587206627	0.3189391457
675	0.8590274582	0.318803668
676	0.8590274582	0.3187794242
677	0.8594876515	0.3186681655
678	0.859180856	0.3186115295
679	0.8594876515	0.3184994832
680	0.859794447	0.318390078
681	0.859794447	0.3182263066
682	0.859794447	0.3181274497
683	0.8599478448	0.3180695144
684	0.8599478448	0.3179216988
685	0.8599478448	0.3178859769
686	0.8601012425	0.317791545
687	0.8602546403	0.3176848908
688	0.8602546403	0.317597158
689	0.860408038	0.3174950796
690	0.8605614358	0.3173657332
691	0.8605614358	0.3172849124
692	0.8605614358	0.317060403
693	0.8608682313	0.3169542086
694	0.860408038	0.316872583
695	0.8608682313	0.3167001782
696	0.8608682313	0.3165638631
697	0.8608682313	0.3164280734
698	0.8610216291	0.3162635829
699	0.8610216291	0.316105072
700	0.8613284246	0.315997753
701	0.8611750268	0.3159089214
702	0.8611750268	0.3158428619
703	0.8611750268	0.3157093919
704	0.8610216291	0.3156190225
705	0.8611750268	0.3154748447
706	0.8619420156	0.3153374207
707	0.8616352201	0.3152170556
708	0.8617886179	0.3150168855
709	0.8617886179	0.3149187904
710	0.8620954134	0.3148133968
711	0.8619420156	0.314755786
712	0.8620954134	0.3145848066
713	0.8619420156	0.3144546499
714	0.8619420156	0.3144000341
715	0.8619420156	0.3142917823
716	0.8620954134	0.314190474
717	0.8620954134	0.3140797692
718	0.8620954134	0.3139266491
719	0.8619420156	0.3138140835
720	0.8619420156	0.3137219767
721	0.8619420156	0.3136826485
722	0.8619420156	0.3135818843
723	0.8620954134	0.3134703272
724	0.8620954134	0.3133305547
725	0.8620954134	0.3132502677
726	0.8620954134	0.3130816428
727	0.8622488112	0.3130058078
728	0.8622488112	0.3129230226
729	0.8625556067	0.3126538508
730	0.8628624022	0.3124937459
731	0.8622488112	0.3123817063
732	0.8620954134	0.3122974014
733	0.8622488112	0.3122299597
734	0.8624022089	0.3121299694
735	0.8627090044	0.3119663045
736	0.8627090044	0.3118606875
737	0.8631691977	0.3117335265
738	0.8633225955	0.3116631654
739	0.8634759933	0.3116177597
740	0.8637827888	0.3114973856
741	0.8637827888	0.311350292
742	0.8637827888	0.3112635242
743	0.8642429821	0.311078559
744	0.8643963798	0.3109893957
745	0.8643963798	0.3109220942
746	0.8640895843	0.3108538774
747	0.8642429821	0.310786431
748	0.8643963798	0.310694397
749	0.8643963798	0.3106448923
750	0.8643963798	0.3105018761
751	0.8642429821	0.3103571241
752	0.8643963798	0.3102148387
753	0.8642429821	0.3100884104
754	0.8642429821	0.310012427
755	0.8642429821	0.3098639821
756	0.8642429821	0.3098077073
757	0.8645497776	0.3096927955
758	0.8643963798	0.3095459935
759	0.8643963798	0.3094512733
760	0.8645497776	0.3093433361
761	0.8643963798	0.3092571042
762	0.8642429821	0.3091795279
763	0.8647031753	0.3090702032
764	0.8647031753	0.3089490625
765	0.8650099709	0.3088624112
766	0.8650099709	0.3087222859
767	0.8650099709	0.3086776642
768	0.8648565731	0.3085862817
769	0.8650099709	0.3084646615
770	0.8648565731	0.3083392264
771	0.8650099709	0.308225228
772	0.8651633686	0.3081249823
773	0.8653167664	0.3080320159
774	0.8654701641	0.3079204752
775	0.8653167664	0.3077768253
776	0.8654701641	0.3076622404
777	0.8651633686	0.3075822528
778	0.8654701641	0.3075001189
779	0.8659303574	0.3074164042
780	0.8659303574	0.307342265
781	0.8660837552	0.3072786913
782	0.8659303574	0.30718697
783	0.8660837552	0.3070982891
784	0.8660837552	0.3070528442
785	0.8659303574	0.3069173263
786	0.8657769597	0.3068191665
787	0.8659303574	0.3067465499
788	0.8659303574	0.3066483757
789	0.8659303574	0.3065317469
790	0.8660837552	0.3064312012
791	0.8659303574	0.3063377301
792	0.8662371529	0.306204954
793	0.8659303574	0.3060632967
794	0.8662371529	0.3059793431
795	0.8660837552	0.3059041809
796	0.8663905507	0.3058311179
797	0.8666973462	0.3057124682
798	0.8665439485	0.3056465223
799	0.8663905507	0.3055504884
800	0.8665439485	0.3054352691
801	0.8663905507	0.3052944371
802	0.8663905507	0.3051178927
803	0.8665439485	0.3050688512
804	0.866850744	0.3049238597
805	0.866850744	0.3048519967
806	0.8676177328	0.3047106965
807	0.8676177328	0.3045880686
808	0.8679245283	0.3044703365
809	0.8679245283	0.3043472341
810	0.8683847216	0.3042028496
811	0.8679245283	0.3041292752
812	0.8679245283	0.304064838
813	0.8679245283	0.3040165426
814	0.8680779261	0.3038779154
815	0.8680779261	0.3038085185
816	0.8679245283	0.3037181494
817	0.8682313238	0.3036151562
818	0.8680779261	0.3035461656
819	0.8682313238	0.3034089778
820	0.8680779261	0.3033127793
821	0.8685381193	0.3032172332
822	0.8685381193	0.303086854
823	0.8688449149	0.3028814728
824	0.8689983126	0.3027980208
825	0.8688449149	0.3027517857
826	0.8688449149	0.3027051749
827	0.8688449149	0.3025834485
828	0.8689983126	0.3024546757
829	0.8691517104	0.3023992105
830	0.8691517104	0.3023060186
831	0.8694585059	0.3021917217
832	0.8691517104	0.3020739852
833	0.8691517104	0.3019264104
834	0.8693051081	0.3018420171
835	0.8693051081	0.3017466768
836	0.8694585059	0.3016155057
837	0.8696119037	0.3015068007
838	0.8693051081	0.3014556745
839	0.8691517104	0.3013098241
840	0.8691517104	0.3012360999
841	0.8691517104	0.3011748754
842	0.8691517104	0.3011252204
843	0.8688449149	0.300960932
844	0.8691517104	0.3008783349
845	0.8693051081	0.3007601937
846	0.8693051081	0.3006582722
847	0.8696119037	0.300551366
848	0.8702254947	0.3004118848
849	0.8702254947	0.3003276292
850	0.8702254947	0.3002684138
851	0.8702254947	0.3001801494
852	0.8699186992	0.3000865437
853	0.8702254947	0.2999617247
854	0.8702254947	0.2998568999
855	0.8703788925	0.2997501384
856	0.8699186992	0.2995952014
857	0.8700720969	0.2994903258
858	0.8697653014	0.2994387493
859	0.8702254947	0.2993341261
860	0.8703788925	0.2992061885
861	0.8703788925	0.2990788332
862	0.8703788925	0.2989560559
863	0.8702254947	0.2988905791
864	0.8702254947	0.29879181
865	0.8705322902	0.2986889473
866	0.8705322902	0.2986097649
867	0.8705322902	0.2984830807
868	0.8705322902	0.2984310201
869	0.870685688	0.298369262
870	0.870685688	0.2982578901
871	0.870685688	0.2981927733
872	0.8709924835	0.2981015727
873	0.8708390857	0.2979704878
874	0.8708390857	0.2978752533
875	0.8709924835	0.2977559582
876	0.8711458813	0.297685562
877	0.871299279	0.2975902036
878	0.871299279	0.2975162972
879	0.8716060746	0.297393305
880	0.8714526768	0.2971604679
881	0.8716060746	0.2970894022
882	0.8716060746	0.2970032176
883	0.8716060746	0.2968957861
